id,category_id,text_content_id,created_at,updated_at
1,23,1,09/17/2009 21:14:49,09/17/2009 21:14:49
2,26,2,09/17/2009 21:14:49,09/17/2009 21:14:49
3,16,3,09/17/2009 21:14:49,09/17/2009 21:14:49
4,21,4,09/17/2009 21:14:49,09/17/2009 21:14:49
5,24,5,09/17/2009 21:14:49,09/17/2009 21:14:49
6,22,6,09/17/2009 21:14:49,09/17/2009 21:14:49
7,17,7,09/17/2009 21:14:49,09/17/2009 21:14:49
8,18,8,09/17/2009 21:14:49,09/17/2009 21:14:49
9,19,9,09/17/2009 21:14:49,09/17/2009 21:14:49
10,20,10,09/17/2009 21:14:49,09/17/2009 21:14:49
11,16,11,09/17/2009 21:14:49,09/17/2009 21:14:49
12,21,12,09/17/2009 21:14:49,09/17/2009 21:14:49
13,24,13,09/17/2009 21:14:49,09/17/2009 21:14:49
14,22,14,09/17/2009 21:14:49,09/17/2009 21:14:49
15,16,15,09/17/2009 21:14:49,09/17/2009 21:14:49
16,16,16,09/17/2009 21:14:49,09/17/2009 21:14:49
17,21,17,09/17/2009 21:14:49,09/17/2009 21:14:49
18,22,18,09/17/2009 21:14:49,09/17/2009 21:14:49
19,24,19,09/17/2009 21:14:49,09/17/2009 21:14:49
20,16,20,09/17/2009 21:14:49,09/17/2009 21:14:49
21,21,21,09/17/2009 21:14:49,09/17/2009 21:14:49
22,22,22,09/17/2009 21:14:49,09/17/2009 21:14:49
23,24,23,09/17/2009 21:14:49,09/17/2009 21:14:49
24,16,24,09/17/2009 21:14:49,09/17/2009 21:14:49
25,21,25,09/17/2009 21:14:49,09/17/2009 21:14:49
26,24,26,09/17/2009 21:14:49,09/17/2009 21:14:49
27,22,27,09/17/2009 21:14:49,09/17/2009 21:14:49
28,16,28,09/17/2009 21:14:49,09/17/2009 21:14:49
29,21,29,09/17/2009 21:14:49,09/17/2009 21:14:49
30,24,30,09/17/2009 21:14:50,09/17/2009 21:14:50
31,22,31,09/17/2009 21:14:50,09/17/2009 21:14:50
32,16,32,09/17/2009 21:14:50,09/17/2009 21:14:50
33,21,33,09/17/2009 21:14:50,09/17/2009 21:14:50
34,24,34,09/17/2009 21:14:50,09/17/2009 21:14:50
35,22,35,09/17/2009 21:14:50,09/17/2009 21:14:50
36,17,36,09/17/2009 21:14:50,09/17/2009 21:14:50
37,18,37,09/17/2009 21:14:50,09/17/2009 21:14:50
38,19,38,09/17/2009 21:14:50,09/17/2009 21:14:50
39,20,39,09/17/2009 21:14:50,09/17/2009 21:14:50
40,17,40,09/17/2009 21:14:50,09/17/2009 21:14:50
41,18,41,09/17/2009 21:14:50,09/17/2009 21:14:50
42,19,42,09/17/2009 21:14:50,09/17/2009 21:14:50
43,20,43,09/17/2009 21:14:50,09/17/2009 21:14:50
44,17,44,09/17/2009 21:14:50,09/17/2009 21:14:50
45,18,45,09/17/2009 21:14:50,09/17/2009 21:14:50
46,20,46,09/17/2009 21:14:50,09/17/2009 21:14:50
47,17,47,09/17/2009 21:14:50,09/17/2009 21:14:50
48,18,48,09/17/2009 21:14:50,09/17/2009 21:14:50
49,20,49,09/17/2009 21:14:50,09/17/2009 21:14:50
50,19,50,09/17/2009 21:14:50,09/17/2009 21:14:50
51,16,51,09/17/2009 21:14:50,09/17/2009 21:14:50
52,16,52,09/17/2009 21:14:50,09/17/2009 21:14:50
53,21,53,09/17/2009 21:14:50,09/17/2009 21:14:50
54,24,54,09/17/2009 21:14:50,09/17/2009 21:14:50
55,22,55,09/17/2009 21:14:50,09/17/2009 21:14:50
56,16,56,09/17/2009 21:14:50,09/17/2009 21:14:50
57,21,57,09/17/2009 21:14:50,09/17/2009 21:14:50
58,22,58,09/17/2009 21:14:50,09/17/2009 21:14:50
59,24,59,09/17/2009 21:14:50,09/17/2009 21:14:50
60,16,60,09/17/2009 21:14:50,09/17/2009 21:14:50
61,21,61,09/17/2009 21:14:50,09/17/2009 21:14:50
62,24,62,09/17/2009 21:14:50,09/17/2009 21:14:50
63,22,63,09/17/2009 21:14:50,09/17/2009 21:14:50
64,16,64,09/17/2009 21:14:50,09/17/2009 21:14:50
65,21,65,09/17/2009 21:14:50,09/17/2009 21:14:50
66,24,66,09/17/2009 21:14:50,09/17/2009 21:14:50
67,22,67,09/17/2009 21:14:50,09/17/2009 21:14:50
68,16,68,09/17/2009 21:14:50,09/17/2009 21:14:50
69,21,69,09/17/2009 21:14:50,09/17/2009 21:14:50
70,22,70,09/17/2009 21:14:50,09/17/2009 21:14:50
71,16,71,09/17/2009 21:14:50,09/17/2009 21:14:50
72,21,72,09/17/2009 21:14:50,09/17/2009 21:14:50
73,24,73,09/17/2009 21:14:50,09/17/2009 21:14:50
74,22,74,09/17/2009 21:14:50,09/17/2009 21:14:50
75,25,75,09/17/2009 21:14:50,09/17/2009 21:14:50
76,16,76,09/17/2009 21:14:51,09/17/2009 21:14:51
77,21,77,09/17/2009 21:14:51,09/17/2009 21:14:51
78,24,78,09/17/2009 21:14:51,09/17/2009 21:14:51
79,22,79,09/17/2009 21:14:51,09/17/2009 21:14:51
80,16,80,09/17/2009 21:14:51,09/17/2009 21:14:51
81,21,81,09/17/2009 21:14:51,09/17/2009 21:14:51
82,22,82,09/17/2009 21:14:51,09/17/2009 21:14:51
83,24,83,09/17/2009 21:14:51,09/17/2009 21:14:51
84,17,84,09/17/2009 21:14:51,09/17/2009 21:14:51
85,18,85,09/17/2009 21:14:51,09/17/2009 21:14:51
86,19,86,09/17/2009 21:14:51,09/17/2009 21:14:51
87,20,87,09/17/2009 21:14:51,09/17/2009 21:14:51
88,17,88,09/17/2009 21:14:51,09/17/2009 21:14:51
89,18,89,09/17/2009 21:14:51,09/17/2009 21:14:51
90,19,90,09/17/2009 21:14:51,09/17/2009 21:14:51
91,20,91,09/17/2009 21:14:51,09/17/2009 21:14:51
92,23,92,09/17/2009 21:19:54,09/17/2009 21:19:54
93,26,93,09/17/2009 21:19:54,09/17/2009 21:19:54
94,16,94,09/17/2009 21:19:54,09/17/2009 21:19:54
95,21,95,09/17/2009 21:19:54,09/17/2009 21:19:54
96,24,96,09/17/2009 21:19:54,09/17/2009 21:19:54
97,22,97,09/17/2009 21:19:54,09/17/2009 21:19:54
98,17,98,09/17/2009 21:19:54,09/17/2009 21:19:54
99,18,99,09/17/2009 21:19:54,09/17/2009 21:19:54
100,19,100,09/17/2009 21:19:54,09/17/2009 21:19:54
101,20,101,09/17/2009 21:19:54,09/17/2009 21:19:54
102,16,102,09/17/2009 21:19:54,09/17/2009 21:19:54
103,21,103,09/17/2009 21:19:54,09/17/2009 21:19:54
104,24,104,09/17/2009 21:19:54,09/17/2009 21:19:54
105,22,105,09/17/2009 21:19:54,09/17/2009 21:19:54
106,16,106,09/17/2009 21:19:54,09/17/2009 21:19:54
107,16,107,09/17/2009 21:19:54,09/17/2009 21:19:54
108,21,108,09/17/2009 21:19:54,09/17/2009 21:19:54
109,22,109,09/17/2009 21:19:54,09/17/2009 21:19:54
110,24,110,09/17/2009 21:19:54,09/17/2009 21:19:54
111,16,111,09/17/2009 21:19:54,09/17/2009 21:19:54
112,21,112,09/17/2009 21:19:55,09/17/2009 21:19:55
113,22,113,09/17/2009 21:19:55,09/17/2009 21:19:55
114,24,114,09/17/2009 21:19:55,09/17/2009 21:19:55
115,16,115,09/17/2009 21:19:55,09/17/2009 21:19:55
116,21,116,09/17/2009 21:19:55,09/17/2009 21:19:55
117,24,117,09/17/2009 21:19:55,09/17/2009 21:19:55
118,22,118,09/17/2009 21:19:55,09/17/2009 21:19:55
119,16,119,09/17/2009 21:19:55,09/17/2009 21:19:55
120,21,120,09/17/2009 21:19:55,09/17/2009 21:19:55
121,24,121,09/17/2009 21:19:55,09/17/2009 21:19:55
122,22,122,09/17/2009 21:19:55,09/17/2009 21:19:55
123,16,123,09/17/2009 21:19:55,09/17/2009 21:19:55
124,21,124,09/17/2009 21:19:55,09/17/2009 21:19:55
125,24,125,09/17/2009 21:19:55,09/17/2009 21:19:55
126,22,126,09/17/2009 21:19:55,09/17/2009 21:19:55
127,17,127,09/17/2009 21:19:55,09/17/2009 21:19:55
128,18,128,09/17/2009 21:19:55,09/17/2009 21:19:55
129,19,129,09/17/2009 21:19:55,09/17/2009 21:19:55
130,20,130,09/17/2009 21:19:55,09/17/2009 21:19:55
131,17,131,09/17/2009 21:19:55,09/17/2009 21:19:55
132,18,132,09/17/2009 21:19:55,09/17/2009 21:19:55
133,19,133,09/17/2009 21:19:55,09/17/2009 21:19:55
134,20,134,09/17/2009 21:19:55,09/17/2009 21:19:55
135,17,135,09/17/2009 21:19:55,09/17/2009 21:19:55
136,18,136,09/17/2009 21:19:55,09/17/2009 21:19:55
137,20,137,09/17/2009 21:19:55,09/17/2009 21:19:55
138,17,138,09/17/2009 21:19:55,09/17/2009 21:19:55
139,18,139,09/17/2009 21:19:55,09/17/2009 21:19:55
140,20,140,09/17/2009 21:19:55,09/17/2009 21:19:55
141,19,141,09/17/2009 21:19:55,09/17/2009 21:19:55
142,16,142,09/17/2009 21:19:55,09/17/2009 21:19:55
143,16,143,09/17/2009 21:19:55,09/17/2009 21:19:55
144,21,144,09/17/2009 21:19:55,09/17/2009 21:19:55
145,24,145,09/17/2009 21:19:56,09/17/2009 21:19:56
146,22,146,09/17/2009 21:19:56,09/17/2009 21:19:56
147,16,147,09/17/2009 21:19:56,09/17/2009 21:19:56
148,21,148,09/17/2009 21:19:56,09/17/2009 21:19:56
149,22,149,09/17/2009 21:19:56,09/17/2009 21:19:56
150,24,150,09/17/2009 21:19:56,09/17/2009 21:19:56
151,16,151,09/17/2009 21:19:56,09/17/2009 21:19:56
152,21,152,09/17/2009 21:19:56,09/17/2009 21:19:56
153,24,153,09/17/2009 21:19:56,09/17/2009 21:19:56
154,22,154,09/17/2009 21:19:56,09/17/2009 21:19:56
155,16,155,09/17/2009 21:19:56,09/17/2009 21:19:56
156,21,156,09/17/2009 21:19:56,09/17/2009 21:19:56
157,24,157,09/17/2009 21:19:56,09/17/2009 21:19:56
158,22,158,09/17/2009 21:19:56,09/17/2009 21:19:56
159,16,159,09/17/2009 21:19:56,09/17/2009 21:19:56
160,21,160,09/17/2009 21:19:56,09/17/2009 21:19:56
161,22,161,09/17/2009 21:19:56,09/17/2009 21:19:56
162,16,162,09/17/2009 21:19:56,09/17/2009 21:19:56
163,21,163,09/17/2009 21:19:56,09/17/2009 21:19:56
164,24,164,09/17/2009 21:19:56,09/17/2009 21:19:56
165,22,165,09/17/2009 21:19:56,09/17/2009 21:19:56
166,25,166,09/17/2009 21:19:56,09/17/2009 21:19:56
167,16,167,09/17/2009 21:19:56,09/17/2009 21:19:56
168,21,168,09/17/2009 21:19:56,09/17/2009 21:19:56
169,24,169,09/17/2009 21:19:56,09/17/2009 21:19:56
170,22,170,09/17/2009 21:19:56,09/17/2009 21:19:56
171,16,171,09/17/2009 21:19:56,09/17/2009 21:19:56
172,21,172,09/17/2009 21:19:56,09/17/2009 21:19:56
173,22,173,09/17/2009 21:19:56,09/17/2009 21:19:56
174,24,174,09/17/2009 21:19:56,09/17/2009 21:19:56
175,17,175,09/17/2009 21:19:56,09/17/2009 21:19:56
176,18,176,09/17/2009 21:19:56,09/17/2009 21:19:56
177,19,177,09/17/2009 21:19:56,09/17/2009 21:19:56
178,20,178,09/17/2009 21:19:56,09/17/2009 21:19:56
179,17,179,09/17/2009 21:19:56,09/17/2009 21:19:56
180,18,180,09/17/2009 21:19:56,09/17/2009 21:19:56
181,19,181,09/17/2009 21:19:56,09/17/2009 21:19:56
182,20,182,09/17/2009 21:19:56,09/17/2009 21:19:56
183,14,183,09/21/2009 19:32:58,09/21/2009 19:32:58
185,27,185,10/01/2009 00:05:11,10/01/2009 00:05:11
186,27,186,10/01/2009 00:05:40,10/01/2009 00:05:40
187,27,187,10/01/2009 00:05:54,10/01/2009 00:05:54
188,28,188,10/01/2009 00:06:49,10/01/2009 00:06:49
189,28,189,10/01/2009 00:07:00,10/01/2009 00:07:00
190,31,190,10/01/2009 00:09:08,10/01/2009 00:09:08
191,31,191,10/01/2009 00:09:21,10/01/2009 00:09:21
192,32,192,10/01/2009 00:11:19,10/01/2009 00:11:19
193,32,193,10/01/2009 00:11:31,10/01/2009 00:11:31
194,14,194,10/01/2009 00:12:37,10/01/2009 00:12:37
195,33,195,10/01/2009 00:14:23,10/01/2009 00:14:23
196,33,196,10/01/2009 00:14:35,10/01/2009 00:14:35
197,34,197,10/01/2009 00:16:14,10/01/2009 00:16:14
198,34,198,10/01/2009 00:16:25,10/01/2009 00:16:25
203,14,200,10/01/2009 00:27:31,10/01/2009 00:27:31
204,26,201,10/01/2009 00:28:51,10/01/2009 00:28:51
205,37,202,10/01/2009 00:29:30,10/01/2009 00:29:30
206,38,203,10/01/2009 00:30:26,10/01/2009 00:30:26
207,39,204,10/01/2009 00:31:13,10/01/2009 00:31:13
209,19,206,10/01/2009 01:32:23,10/01/2009 01:32:23
210,61,207,10/28/2009 20:27:36,10/28/2009 20:27:36
213,63,210,10/28/2009 20:32:16,10/28/2009 20:32:16
214,64,211,10/28/2009 20:33:18,10/28/2009 20:33:18
215,65,212,10/28/2009 20:34:24,10/28/2009 20:34:24
216,66,213,10/28/2009 20:35:36,10/28/2009 20:35:36
217,67,214,10/28/2009 20:36:41,10/28/2009 20:36:41
218,68,215,10/28/2009 20:38:17,10/28/2009 20:38:17
219,69,216,10/28/2009 20:39:11,10/28/2009 20:39:11
220,27,217,10/28/2009 20:41:16,10/28/2009 20:41:16
221,70,205,10/28/2009 20:43:51,10/28/2009 20:43:51
222,72,218,10/28/2009 20:45:20,10/28/2009 20:45:20
223,73,219,10/28/2009 20:48:29,10/28/2009 20:48:29
224,74,220,10/28/2009 20:49:58,10/28/2009 20:49:58
225,75,221,10/28/2009 20:51:01,10/28/2009 20:51:01
226,76,222,10/28/2009 20:52:15,10/28/2009 20:52:15
228,77,224,10/28/2009 20:54:36,10/28/2009 20:54:36
229,78,225,10/28/2009 20:55:53,10/28/2009 20:55:53
230,79,226,10/28/2009 20:57:13,10/28/2009 20:57:13
231,80,227,10/28/2009 20:58:14,10/28/2009 20:58:14
232,81,228,10/28/2009 20:59:02,10/28/2009 20:59:02
233,82,229,10/28/2009 21:00:21,10/28/2009 21:00:21
234,24,230,10/28/2009 21:01:33,10/28/2009 21:01:33
235,83,231,10/29/2009 19:10:30,10/29/2009 19:10:30
236,84,232,10/29/2009 19:11:28,10/29/2009 19:11:28
237,85,233,10/29/2009 19:17:00,10/29/2009 19:17:00
238,86,234,10/29/2009 19:18:25,10/29/2009 19:18:25
239,87,235,10/29/2009 19:19:19,10/29/2009 19:19:19
240,88,236,10/29/2009 19:21:03,10/29/2009 19:21:03
241,89,237,10/29/2009 19:22:59,10/29/2009 19:22:59
242,15,238,10/29/2009 19:47:25,10/29/2009 19:47:25
244,23,240,10/29/2009 19:53:28,10/29/2009 19:53:28
245,93,241,10/29/2009 19:56:35,10/29/2009 19:56:35
246,94,242,10/29/2009 20:00:10,10/29/2009 20:00:10
247,95,243,10/29/2009 20:52:52,10/29/2009 20:52:52
248,23,244,10/29/2009 20:54:38,10/29/2009 20:54:38
253,100,249,03/02/2010 20:46:11,03/02/2010 20:46:11
254,100,250,03/02/2010 20:47:08,03/02/2010 20:47:08
256,104,223,03/13/2010 00:32:44,03/13/2010 00:32:44
258,26,184,03/15/2010 15:17:48,03/15/2010 15:17:48
259,40,239,03/15/2010 16:43:17,03/15/2010 16:43:17
261,16,252,04/21/2010 18:43:40,04/21/2010 18:43:40
270,40,261,05/05/2010 16:33:27,05/05/2010 16:33:27
271,23,262,05/05/2010 16:36:09,05/05/2010 16:36:09
272,17,263,05/05/2010 17:00:23,05/05/2010 17:00:23
273,23,264,05/07/2010 18:23:35,05/07/2010 18:23:35
274,40,260,05/07/2010 18:30:43,05/07/2010 18:30:43
275,16,208,05/07/2010 18:38:24,05/07/2010 18:38:24
276,40,251,05/07/2010 18:43:03,05/07/2010 18:43:03
277,40,254,05/07/2010 18:43:55,05/07/2010 18:43:55
278,40,253,05/07/2010 18:51:20,05/07/2010 18:51:20
279,105,265,05/07/2010 18:53:39,05/07/2010 18:53:39
280,107,199,05/07/2010 18:54:56,05/07/2010 18:54:56
281,16,266,05/19/2010 13:28:41,05/19/2010 13:28:41
283,40,268,05/19/2010 14:07:20,05/19/2010 14:07:20
284,16,209,05/19/2010 14:09:25,05/19/2010 14:09:25
285,67,269,05/19/2010 14:10:37,05/19/2010 14:10:37
286,40,267,05/24/2010 16:33:37,05/24/2010 16:33:37
